product_id,product_name,brand,category_l1,category_l2,category_l3,created_at,gender_target,is_active,launch_date,material,price_range,season,sustainability_score,care_instructions
P000469,Open-source empowering collaboration Mens Clothing,Urban Thread 3,Mens Clothing,Accessories,,2024-05-18 23:03:33,Men,True,2023-10-03,Cashmere,$50-100,All Season,32,Hand wash
P000470,Adaptive multi-state task-force Jewelry,Pure Elegance 2,Jewelry,Activewear,Running,2025-07-15 18:55:05,Women,True,2024-01-08,Silk,$100-150,Winter,70,Machine wash warm
P000471,Monitored executive leverage Accessories,Bold Basics,Accessories,Footwear,Pants,2024-11-14 19:00:58,Men,True,2023-10-01,Cashmere,$50-100,Summer,84,Machine wash cold
P000472,Team-oriented mobile system engine Mens Clothing,City Casual 3,Mens Clothing,Yoga,,2024-09-30 17:13:29,Women,True,2024-05-14,Viscose,$50-100,Winter,100,Hand wash
P000473,Advanced zero administration Internet solution Activewear,Trend Tribe 2,Activewear,Yoga,Jewelry,2025-06-06 23:11:29,Women,False,2024-05-09,Cotton,$30-50,Spring,18,Machine wash warm
P000474,Right-sized discrete utilization Jewelry,Chic Collection 2,Jewelry,Pants,Bottoms,2023-10-01 18:36:10,Unisex,True,2024-11-23,Cashmere,$30-50,Winter,78,Hand wash
P000475,Multi-layered content-based installation Activewear,Modern Muse 3,Activewear,Tops,,2025-08-11 08:44:34,Unisex,True,2024-12-03,Silk,$50-100,All Season,36,Dry clean only
P000476,Optional hybrid encryption Activewear,Coastal Chic,Activewear,Yoga,Tops,2024-01-30 23:36:50,Women,True,2025-04-02,Denim,$50-100,Summer,83,Machine wash cold
P000477,User-centric secondary info-mediaries Bottoms,Fresh Fashion,Bottoms,,,2025-06-30 15:02:45,Unisex,True,2024-07-14,Cashmere,$100-150,Winter,75,Dry clean only
P000478,Face-to-face empowering artificial intelligence Womens Clothing,Street Smart 2,Womens Clothing,,Bottoms,2024-08-19 03:09:45,Unisex,True,2025-01-22,Viscose,$50-100,All Season,44,Hand wash
P000479,Front-line multi-state task-force Mens Clothing,Fashion Forward,Mens Clothing,Mens Clothing,,2025-06-08 12:22:04,Men,True,2025-08-31,Cotton,$100-150,Fall,22,Machine wash warm
P000480,Seamless system-worthy software Bottoms,Luxe Label 2,Bottoms,Formal,Bottoms,2024-04-24 07:58:59,Women,True,2024-05-03,Linen,$50-100,All Season,73,Hand wash
P000481,Streamlined value-added monitoring Footwear,Classic Craft 3,Footwear,,,2025-06-15 09:20:09,Women,True,2024-04-20,Denim,$150-200,Winter,87,Machine wash warm
P000482,Open-source content-based architecture Womens Clothing,Fashion Forward 2,Womens Clothing,Pants,Running,2024-02-14 20:21:58,Unisex,True,2024-01-09,Silk,$30-50,Summer,40,Machine wash warm
P000483,Implemented bifurcated productivity Formal,Coastal Chic 2,Formal,Yoga,,2024-09-13 20:15:32,Men,True,2025-01-16,Polyester,$150-200,Winter,86,Hand wash
P000484,Organized encompassing standardization Formal,Classic Craft,Formal,,,2025-01-21 21:01:18,Women,True,2024-10-11,Modal,$50-100,Fall,23,Dry clean only
P000485,Ergonomic fresh-thinking adapter Yoga,Bold Basics 2,Yoga,Yoga,Pants,2024-01-22 08:19:07,Unisex,True,2023-11-02,Silk,$30-50,Summer,79,Hand wash
P000486,Public-key 3rdgeneration contingency Bottoms,Vintage Vibe,Bottoms,Bottoms,,2023-12-14 14:33:57,Men,True,2024-05-01,Modal,$30-50,Spring,97,Machine wash cold
P000487,Future-proofed clear-thinking structure Accessories,Fresh Fashion 2,Accessories,Footwear,,2024-08-31 16:43:42,Unisex,True,2025-04-11,Modal,$150-200,Fall,62,Dry clean only
P000488,Advanced discrete array Formal,Elite Edge 3,Formal,Mens Clothing,,2024-01-21 04:59:51,Unisex,True,2023-10-06,Viscose,$50-100,Winter,61,Machine wash cold
P000489,Proactive didactic Graphical User Interface Accessories,Luxe Label 2,Accessories,Running,,2024-08-17 13:56:52,Unisex,True,2024-05-24,Polyester,$100-150,All Season,58,Hand wash
P000490,Proactive holistic Local Area Network Womens Clothing,Classic Craft 3,Womens Clothing,Mens Clothing,,2025-03-20 11:51:22,Women,True,2025-05-31,Denim,$100-150,All Season,33,Dry clean only
P000491,Automated full-range artificial intelligence Pants,Trend Tribe 2,Pants,Footwear,,2025-07-12 08:53:33,Women,True,2025-04-29,Wool,$50-100,Winter,54,Dry clean only
P000492,Digitized analyzing flexibility Yoga,Sunset Styles 2,Yoga,,,2025-05-20 15:16:05,Women,True,2024-07-25,Leather,$30-50,Summer,73,Dry clean only
P000493,Compatible needs-based leverage Running,Style Studio 2,Running,Bottoms,,2024-02-14 05:23:20,Women,True,2024-02-21,Viscose,$50-100,Winter,48,Dry clean only
P000494,Function-based homogeneous access Yoga,Vintage Vibe,Yoga,Womens Clothing,Footwear,2023-12-29 21:34:41,Women,True,2025-05-13,Viscose,$100-150,All Season,92,Hand wash
P000495,Universal dynamic info-mediaries Pants,Bold Basics 2,Pants,Activewear,Bottoms,2025-05-17 04:43:55,Women,True,2024-09-03,Cotton,$50-100,Summer,32,Machine wash warm
P000496,Fully-configurable user-facing alliance Bottoms,Bella Vista 3,Bottoms,Accessories,Accessories,2024-02-27 21:01:55,Men,True,2024-09-16,Linen,$100-150,Fall,2,Machine wash warm
P000497,User-centric zero administration attitude Accessories,City Casual,Accessories,,,2024-11-03 22:47:14,Women,True,2025-02-23,Modal,$50-100,All Season,22,Hand wash
P000498,Expanded methodical info-mediaries Accessories,Coastal Chic 2,Accessories,Footwear,,2025-03-08 11:03:19,Unisex,True,2024-05-24,Polyester,$50-100,Winter,78,Hand wash
P000499,Inverse cohesive product Running,Vintage Vibe 2,Running,,,2025-04-13 19:22:23,Women,True,2023-10-27,Denim,$30-50,Winter,80,Machine wash warm
P000500,User-friendly neutral model Bottoms,Classic Craft,Bottoms,Mens Clothing,,2023-12-30 00:55:58,Unisex,True,2024-04-08,Linen,$30-50,All Season,82,Machine wash warm
P000501,Polarized scalable framework Footwear,Fashion Forward,Footwear,,,2024-02-27 12:31:37,Unisex,True,2024-06-30,Viscose,$50-100,Winter,52,Dry clean only
P000502,Business-focused static data-warehouse Womens Clothing,Bold Basics,Womens Clothing,Mens Clothing,,2023-12-22 21:11:20,Unisex,False,2024-03-26,Polyester,$100-150,Summer,21,Machine wash warm
P000503,Sharable intermediate Graphic Interface Bottoms,Sunset Styles,Bottoms,Footwear,,2023-10-07 20:55:56,Unisex,True,2024-02-01,Cashmere,$50-100,All Season,97,Machine wash cold
P000504,Grass-roots optimal capability Pants,Sunset Styles,Pants,Bottoms,,2024-07-29 14:27:05,Men,True,2025-05-29,Linen,$50-100,Summer,31,Hand wash
P000505,Fully-configurable 24/7 analyzer Running,Elite Edge 2,Running,Formal,,2024-12-20 12:06:38,Men,True,2025-05-25,Denim,$50-100,Fall,60,Machine wash warm
P000506,Team-oriented methodical solution Pants,Pure Elegance 2,Pants,Tops,,2025-01-01 06:15:09,Unisex,True,2024-01-23,Wool,$150-200,All Season,76,Machine wash warm
P000507,Multi-layered zero administration array Yoga,Bella Vista 3,Yoga,Activewear,,2024-04-06 08:34:08,Men,True,2024-01-25,Viscose,$50-100,Fall,44,Machine wash warm
P000508,Proactive background software Mens Clothing,Pure Elegance 2,Mens Clothing,,,2025-01-18 16:25:33,Women,True,2024-06-13,Linen,$100-150,Summer,38,Machine wash cold
P000509,Virtual responsive approach Formal,Bella Vista,Formal,,,2023-11-11 14:20:21,Women,True,2024-06-27,Leather,$30-50,All Season,1,Machine wash warm
P000510,Stand-alone coherent standardization Footwear,Elite Edge 3,Footwear,Jewelry,,2024-11-15 18:24:02,Women,True,2025-05-31,Cotton,$30-50,All Season,47,Dry clean only
P000511,Customer-focused clear-thinking matrix Formal,Sunset Styles 2,Formal,Mens Clothing,Yoga,2024-03-24 21:25:10,Women,True,2024-05-28,Cashmere,$30-50,Summer,33,Machine wash cold
P000512,Realigned zero tolerance project Running,City Casual 2,Running,Activewear,,2025-05-05 21:54:51,Women,True,2024-06-20,Linen,$30-50,All Season,34,Machine wash warm
P000513,Organic upward-trending core Bottoms,Luxe Label,Bottoms,Pants,Footwear,2023-10-12 18:05:44,Unisex,True,2025-03-13,Linen,$50-100,All Season,62,Dry clean only
P000514,Multi-tiered heuristic success Womens Clothing,Bella Vista 2,Womens Clothing,Formal,Bottoms,2024-01-08 19:38:23,Women,True,2024-04-06,Wool,$50-100,Winter,93,Machine wash cold
P000515,Balanced mobile strategy Bottoms,Pure Elegance,Bottoms,Footwear,Jewelry,2024-08-30 23:38:28,Women,True,2024-12-02,Leather,$150-200,Fall,59,Machine wash cold
P000516,Implemented needs-based standardization Bottoms,Urban Thread 2,Bottoms,,,2024-10-10 20:01:37,Men,True,2024-02-19,Cashmere,$30-50,Spring,69,Machine wash warm
P000517,Re-contextualized contextually-based moratorium Mens Clothing,Bold Basics,Mens Clothing,,Jewelry,2024-06-22 04:59:21,Women,True,2024-06-02,Polyester,$100-150,Summer,49,Machine wash warm
P000518,Upgradable maximized focus group Yoga,Trend Tribe,Yoga,,Yoga,2025-07-31 02:26:20,Unisex,True,2025-07-01,Viscose,$50-100,Summer,60,Machine wash warm
P000519,Right-sized neutral complexity Pants,Metro Style 3,Pants,,Yoga,2023-11-18 16:00:09,Men,True,2024-11-10,Viscose,$30-50,All Season,15,Hand wash
P000520,Distributed local frame Running,Fresh Fashion 2,Running,Accessories,,2025-06-23 15:07:08,Unisex,True,2024-04-16,Silk,$30-50,Spring,30,Machine wash warm
P000521,Quality-focused high-level knowledgebase Womens Clothing,Bella Vista 2,Womens Clothing,Pants,,2023-09-26 17:28:06,Unisex,True,2025-05-19,Silk,$50-100,Spring,5,Machine wash warm
P000522,Sharable motivating implementation Activewear,Classic Craft 3,Activewear,Bottoms,Footwear,2025-04-18 00:25:17,Men,True,2024-02-16,Modal,$50-100,Fall,97,Machine wash cold
P000523,Ameliorated regional hierarchy Accessories,Metro Style,Accessories,Yoga,,2025-05-20 22:02:50,Women,True,2025-01-18,Leather,$30-50,Summer,40,Hand wash
P000524,Front-line fresh-thinking success Yoga,Elite Edge 2,Yoga,Yoga,,2023-11-14 08:49:33,Women,True,2025-02-17,Linen,$30-50,Spring,62,Machine wash warm
P000525,Public-key human-resource core Pants,Trend Tribe 2,Pants,Footwear,Tops,2024-11-06 05:25:06,Men,True,2025-03-08,Denim,$50-100,Winter,35,Dry clean only
P000526,Proactive zero administration neural-net Formal,Classic Craft,Formal,Pants,,2024-01-23 21:16:10,Women,True,2025-01-13,Leather,$150-200,Spring,99,Machine wash warm
P000527,Horizontal fresh-thinking installation Tops,Sunset Styles 3,Tops,,,2025-02-04 23:21:54,Unisex,True,2024-06-01,Modal,$150-200,Summer,41,Machine wash cold
P000528,Customizable bandwidth-monitored model Formal,Coastal Chic 3,Formal,,Running,2025-02-18 22:40:08,Unisex,True,2023-11-15,Viscose,$30-50,Summer,78,Hand wash
P000529,Balanced clear-thinking conglomeration Jewelry,Bella Vista 2,Jewelry,Bottoms,Running,2025-08-04 15:08:08,Women,True,2023-10-19,Wool,$100-150,Summer,4,Dry clean only
P000530,Exclusive bi-directional matrix Footwear,Sunset Styles,Footwear,Womens Clothing,,2024-02-22 00:02:35,Men,True,2023-12-10,Leather,$30-50,All Season,79,Hand wash
P000531,Automated object-oriented project Accessories,Metro Style,Accessories,Yoga,Mens Clothing,2025-07-06 17:48:11,Unisex,True,2024-07-22,Polyester,$30-50,Winter,81,Machine wash cold
P000532,Switchable mobile moderator Formal,Metro Style 2,Formal,,,2025-01-22 19:42:10,Women,True,2025-03-22,Cotton,$50-100,All Season,34,Machine wash cold
P000533,Reverse-engineered eco-centric application Bottoms,Sunset Styles 3,Bottoms,,Mens Clothing,2024-07-06 17:23:02,Men,False,2024-03-14,Polyester,$50-100,Spring,92,Dry clean only
P000534,Robust transitional archive Jewelry,Pure Elegance 2,Jewelry,Formal,,2023-10-06 07:59:33,Women,True,2025-09-16,Wool,$100-150,All Season,95,Machine wash warm
P000535,Expanded solution-oriented matrix Bottoms,City Casual 3,Bottoms,,,2025-09-16 06:44:58,Women,True,2025-08-16,Cashmere,$30-50,Spring,21,Dry clean only
P000536,Configurable maximized website Jewelry,Trend Tribe 2,Jewelry,Running,Activewear,2025-02-03 10:19:15,Unisex,True,2023-11-11,Denim,$150-200,Fall,70,Hand wash
P000537,Multi-lateral next generation synergy Jewelry,Metro Style 2,Jewelry,,,2025-09-23 22:10:59,Unisex,True,2025-08-16,Modal,$100-150,Summer,72,Dry clean only
P000538,Operative holistic utilization Formal,Classic Craft 2,Formal,,Footwear,2025-03-29 10:12:46,Men,True,2023-11-09,Cashmere,$50-100,Spring,92,Machine wash cold
P000539,Seamless encompassing moderator Activewear,Chic Collection,Activewear,Tops,,2023-10-27 17:52:46,Women,True,2025-04-17,Linen,$50-100,Summer,27,Hand wash
P000540,Compatible exuding archive Yoga,Urban Thread,Yoga,,,2024-03-11 20:43:07,Women,True,2024-11-01,Modal,$30-50,All Season,19,Machine wash cold
P000541,Cross-platform bandwidth-monitored success Footwear,Coastal Chic,Footwear,Tops,Activewear,2024-03-23 14:32:15,Men,True,2024-11-10,Linen,$50-100,Fall,11,Machine wash warm
P000542,Networked content-based core Mens Clothing,Style Studio 2,Mens Clothing,,,2024-11-07 20:58:48,Women,True,2025-02-16,Wool,$30-50,Winter,88,Machine wash cold
P000543,Fully-configurable non-volatile product Running,Chic Collection 2,Running,Yoga,,2024-02-12 02:56:54,Men,True,2024-12-01,Cotton,$30-50,Fall,44,Machine wash warm
P000544,User-friendly next generation instruction set Bottoms,Sunset Styles 2,Bottoms,,Running,2025-04-27 16:31:05,Unisex,True,2023-12-15,Cotton,$50-100,Winter,6,Hand wash
P000545,Visionary scalable orchestration Womens Clothing,Street Smart 2,Womens Clothing,Activewear,Formal,2024-06-30 04:58:14,Men,True,2025-03-01,Wool,$50-100,Spring,86,Machine wash warm
P000546,Persevering tangible secured line Activewear,Elite Edge 2,Activewear,Bottoms,Pants,2024-08-22 21:18:17,Unisex,True,2025-08-10,Wool,$50-100,Summer,43,Machine wash cold
P000547,Customer-focused composite utilization Activewear,Fresh Fashion 2,Activewear,,,2024-02-13 06:53:06,Men,True,2024-11-25,Cashmere,$50-100,All Season,55,Dry clean only
P000548,Open-architected motivating Graphical User Interface Tops,Elite Edge 3,Tops,Mens Clothing,,2025-02-17 21:19:57,Women,True,2024-01-25,Silk,$100-150,All Season,78,Dry clean only
P000549,Public-key radical intranet Bottoms,Trend Tribe,Bottoms,Jewelry,,2025-09-20 06:07:24,Men,False,2024-06-24,Polyester,$50-100,Spring,85,Machine wash warm
P000550,Intuitive neutral Graphic Interface Accessories,City Casual 2,Accessories,Accessories,,2025-07-13 09:16:13,Unisex,True,2024-07-09,Linen,$100-150,Summer,44,Machine wash warm
P000551,Open-source well-modulated productivity Tops,Mode Moderne 2,Tops,Mens Clothing,Accessories,2024-08-25 14:47:36,Men,True,2025-06-27,Polyester,$100-150,Spring,94,Machine wash cold
P000552,Up-sized fresh-thinking portal Activewear,Trend Tribe,Activewear,,,2024-03-31 03:26:37,Men,True,2024-12-05,Cotton,$50-100,Fall,88,Machine wash cold
P000553,Quality-focused didactic implementation Footwear,Mode Moderne,Footwear,Accessories,Formal,2025-05-12 21:53:08,Men,True,2024-11-25,Viscose,$100-150,All Season,96,Hand wash
P000554,User-friendly eco-centric hierarchy Footwear,Trend Tribe 2,Footwear,Tops,,2024-09-11 13:27:43,Women,True,2024-09-06,Cashmere,$100-150,All Season,84,Machine wash cold
P000555,Object-based 24hour success Tops,Style Studio,Tops,Mens Clothing,,2023-10-23 02:12:47,Unisex,True,2024-05-02,Cotton,$30-50,Winter,83,Machine wash cold
P000556,Right-sized 3rdgeneration model Jewelry,Classic Craft,Jewelry,Running,,2024-01-09 02:13:48,Unisex,True,2025-08-16,Polyester,$30-50,Spring,37,Machine wash warm
P000557,Innovative 24hour framework Jewelry,Pure Elegance,Jewelry,Yoga,Accessories,2024-03-16 12:19:04,Women,True,2024-03-09,Modal,$100-150,All Season,11,Dry clean only
P000558,Intuitive 3rdgeneration throughput Formal,Luxe Label,Formal,,,2025-06-25 14:07:14,Women,True,2025-03-13,Cotton,$100-150,Summer,67,Hand wash
P000559,Grass-roots neutral migration Footwear,Urban Thread 2,Footwear,Tops,Running,2024-12-01 06:39:50,Unisex,True,2024-12-11,Linen,$50-100,Summer,64,Hand wash
P000560,Re-engineered coherent attitude Running,Metro Style,Running,Jewelry,,2023-10-25 11:30:20,Women,True,2024-09-16,Cotton,$30-50,All Season,35,Dry clean only
P000561,Multi-channeled coherent challenge Accessories,Vintage Vibe,Accessories,,,2024-04-18 23:47:15,Men,True,2024-07-06,Cashmere,$150-200,All Season,86,Dry clean only
P000562,Reduced dynamic emulation Mens Clothing,Sunset Styles 2,Mens Clothing,Jewelry,,2024-04-12 04:46:52,Men,False,2025-06-15,Denim,$30-50,Winter,69,Dry clean only
P000563,Innovative background orchestration Running,Street Smart,Running,Formal,,2024-08-01 16:49:46,Men,True,2024-12-10,Wool,$50-100,Fall,88,Dry clean only
P000564,Extended upward-trending archive Tops,City Casual 2,Tops,Activewear,,2025-04-10 04:34:07,Men,True,2024-06-03,Viscose,$30-50,All Season,92,Machine wash cold
P000565,Polarized context-sensitive matrix Accessories,Bold Basics,Accessories,,Womens Clothing,2025-06-28 12:18:40,Men,True,2025-08-23,Cashmere,$50-100,Winter,38,Machine wash warm
P000566,Team-oriented tangible orchestration Running,City Casual 3,Running,,Mens Clothing,2025-06-23 16:55:18,Unisex,True,2025-08-29,Wool,$50-100,Spring,97,Hand wash
P000567,Cross-platform radical project Activewear,Chic Collection 2,Activewear,Activewear,Running,2024-05-16 11:47:10,Men,True,2023-10-24,Polyester,$150-200,Winter,17,Machine wash warm
P000568,Upgradable object-oriented implementation Running,Modern Muse 3,Running,Jewelry,,2023-11-26 02:58:28,Women,True,2025-05-22,Silk,$150-200,Summer,4,Machine wash warm
P000569,Centralized zero administration groupware Womens Clothing,Elite Edge 3,Womens Clothing,,,2024-06-22 09:56:20,Men,True,2025-08-08,Silk,$30-50,Summer,8,Dry clean only
P000570,Optional intangible capability Activewear,Elite Edge 2,Activewear,Accessories,,2025-08-01 18:02:44,Women,True,2025-05-15,Cashmere,$100-150,Winter,99,Machine wash cold
P000571,Focused value-added projection Yoga,Chic Collection 2,Yoga,,,2025-07-16 23:28:14,Women,True,2025-01-04,Modal,$50-100,All Season,68,Machine wash cold
P000572,Advanced scalable time-frame Bottoms,Street Smart 2,Bottoms,Womens Clothing,,2025-01-29 04:59:35,Women,True,2024-07-18,Viscose,$50-100,Winter,94,Machine wash cold
P000573,Business-focused fault-tolerant moderator Jewelry,Trend Tribe 2,Jewelry,Running,,2023-10-28 03:44:34,Women,True,2024-05-30,Leather,$100-150,Winter,38,Hand wash
P000574,Quality-focused non-volatile collaboration Tops,Vintage Vibe 2,Tops,Activewear,,2024-06-06 00:37:59,Unisex,True,2024-10-19,Wool,$150-200,Winter,82,Machine wash warm
P000575,Total directional collaboration Yoga,Modern Muse,Yoga,Tops,,2023-11-04 09:48:27,Men,False,2025-03-01,Viscose,$30-50,Summer,50,Machine wash warm
P000576,Upgradable hybrid knowledge user Footwear,Bella Vista 2,Footwear,Footwear,,2025-05-02 22:00:30,Men,True,2024-12-30,Silk,$30-50,Winter,11,Hand wash
P000577,Re-engineered motivating array Yoga,Bella Vista 2,Yoga,Yoga,,2024-03-16 16:01:34,Women,True,2024-08-25,Polyester,$50-100,Spring,14,Machine wash warm
P000578,Implemented zero tolerance infrastructure Accessories,Bella Vista 3,Accessories,Yoga,,2024-01-19 03:12:04,Men,True,2024-01-05,Viscose,$100-150,All Season,20,Machine wash warm
P000579,Mandatory attitude-oriented leverage Jewelry,Trend Tribe 2,Jewelry,Tops,,2024-12-13 00:28:28,Men,True,2025-04-25,Wool,$50-100,Summer,18,Dry clean only
P000580,Business-focused neutral initiative Yoga,Vintage Vibe 3,Yoga,Pants,,2024-04-17 02:29:07,Women,True,2023-11-30,Leather,$150-200,Fall,80,Dry clean only
P000581,Open-architected motivating Internet solution Tops,City Casual,Tops,,Pants,2025-05-19 05:11:45,Women,True,2025-03-20,Leather,$50-100,Winter,69,Machine wash cold
P000582,De-engineered well-modulated challenge Footwear,Chic Collection 2,Footwear,Activewear,,2024-10-03 17:05:42,Women,True,2024-12-02,Leather,$100-150,Spring,76,Machine wash cold
P000583,Exclusive mobile infrastructure Formal,Trend Tribe,Formal,Running,,2025-02-13 18:50:31,Men,True,2024-12-11,Cotton,$30-50,Summer,18,Machine wash cold
P000584,Exclusive next generation pricing structure Accessories,Urban Thread 3,Accessories,Womens Clothing,,2025-04-19 13:53:27,Women,True,2024-11-05,Linen,$50-100,Fall,11,Machine wash cold
P000585,Fully-configurable dynamic archive Jewelry,Sunset Styles,Jewelry,,Pants,2024-04-19 23:26:30,Men,True,2025-05-20,Modal,$30-50,All Season,100,Dry clean only
P000586,Optional fresh-thinking software Yoga,Vintage Vibe 2,Yoga,Womens Clothing,Pants,2025-09-12 23:13:56,Unisex,True,2024-12-15,Cashmere,$30-50,Spring,97,Machine wash warm
P000587,Cross-group bifurcated secured line Bottoms,Trend Tribe 2,Bottoms,Tops,Pants,2024-08-12 09:46:41,Women,True,2024-08-18,Cashmere,$150-200,All Season,26,Dry clean only
P000588,Multi-lateral grid-enabled core Womens Clothing,Mode Moderne 2,Womens Clothing,Yoga,,2024-06-01 07:02:47,Women,True,2024-06-18,Polyester,$50-100,Winter,92,Hand wash
P000589,Right-sized solution-oriented algorithm Activewear,City Casual 2,Activewear,,Activewear,2025-05-15 23:56:57,Women,False,2024-05-18,Denim,$30-50,Summer,78,Machine wash warm
P000590,Down-sized grid-enabled pricing structure Yoga,Street Smart 2,Yoga,Footwear,,2025-06-25 07:29:12,Unisex,True,2025-06-09,Silk,$50-100,Fall,24,Machine wash cold
P000591,Organic regional circuit Womens Clothing,City Casual,Womens Clothing,Bottoms,,2024-09-02 06:53:00,Unisex,True,2023-10-29,Modal,$30-50,Winter,52,Machine wash cold
P000592,Focused dedicated software Accessories,Urban Thread 2,Accessories,Running,Running,2024-07-12 12:34:28,Women,True,2024-01-24,Linen,$30-50,Fall,8,Hand wash
P000593,Versatile upward-trending artificial intelligence Formal,Mode Moderne,Formal,Womens Clothing,Accessories,2023-12-22 10:48:39,Men,True,2025-04-21,Modal,$50-100,All Season,3,Dry clean only
P000594,Business-focused dynamic process improvement Accessories,Luxe Label,Accessories,,,2025-09-14 23:32:37,Unisex,True,2024-01-17,Leather,$50-100,Spring,82,Dry clean only
P000595,Horizontal 24/7 Graphical User Interface Tops,Fresh Fashion 2,Tops,Formal,,2025-03-18 01:19:49,Unisex,True,2025-06-10,Cashmere,$30-50,Spring,66,Hand wash
P000596,Customizable fault-tolerant knowledge user Yoga,Style Studio 2,Yoga,Formal,,2024-09-26 03:40:26,Unisex,True,2023-10-12,Denim,$100-150,Fall,8,Dry clean only
P000597,Managed demand-driven support Womens Clothing,Fashion Forward,Womens Clothing,Jewelry,,2024-11-17 01:11:55,Men,True,2024-03-07,Modal,$100-150,All Season,49,Dry clean only
P000598,Expanded needs-based model Bottoms,Chic Collection 2,Bottoms,,,2025-04-30 23:41:01,Men,True,2024-04-12,Denim,$50-100,Spring,34,Machine wash warm
P000599,Reactive mission-critical process improvement Footwear,Modern Muse,Footwear,,,2025-04-15 02:48:42,Women,True,2024-01-12,Linen,$30-50,Summer,67,Hand wash
P000600,Team-oriented tangible secured line Bottoms,Bold Basics,Bottoms,Womens Clothing,,2023-10-10 10:50:12,Unisex,False,2024-07-13,Leather,$50-100,All Season,3,Machine wash warm
P000601,Reduced stable moderator Tops,Luxe Label 2,Tops,Footwear,,2023-10-29 22:36:48,Men,True,2024-04-10,Denim,$50-100,Summer,98,Machine wash cold
P000602,Down-sized analyzing forecast Running,Street Smart 2,Running,,Womens Clothing,2024-02-29 01:17:44,Women,True,2025-05-29,Viscose,$30-50,Spring,0,Hand wash
P000603,Total regional flexibility Running,Coastal Chic,Running,,,2023-11-06 09:37:50,Men,True,2024-09-20,Cotton,$50-100,Spring,66,Hand wash
P000604,Streamlined 24/7 architecture Activewear,Urban Thread,Activewear,,,2024-07-24 00:55:14,Women,True,2025-02-18,Silk,$50-100,Summer,36,Hand wash
P000605,Future-proofed stable protocol Accessories,Pure Elegance 2,Accessories,,,2024-07-01 23:01:17,Women,True,2025-07-27,Wool,$50-100,Fall,14,Machine wash cold
P000606,Customer-focused 3rdgeneration frame Formal,Mode Moderne 2,Formal,Mens Clothing,,2025-07-30 21:45:09,Women,True,2025-08-11,Linen,$100-150,Summer,90,Hand wash
P000607,Streamlined human-resource emulation Mens Clothing,Style Studio 2,Mens Clothing,Pants,,2024-07-17 20:50:05,Women,True,2024-10-23,Leather,$50-100,Spring,16,Machine wash cold
P000608,Triple-buffered bandwidth-monitored functionalities Running,Fresh Fashion 2,Running,Jewelry,Jewelry,2024-10-06 14:48:26,Women,True,2025-07-29,Modal,$30-50,All Season,80,Machine wash warm
P000609,Right-sized national array Accessories,Mode Moderne 2,Accessories,Mens Clothing,,2024-02-17 23:07:19,Women,True,2024-02-26,Viscose,$50-100,Spring,96,Machine wash warm
P000610,Profit-focused logistical open architecture Tops,Style Studio 2,Tops,Yoga,,2025-09-14 16:27:54,Men,True,2025-03-31,Leather,$30-50,Winter,29,Dry clean only
P000611,Ameliorated 6thgeneration encryption Activewear,Vintage Vibe,Activewear,Accessories,,2025-09-11 12:24:39,Men,True,2024-11-09,Denim,$100-150,Fall,58,Machine wash warm
P000612,Integrated full-range matrix Bottoms,Urban Thread,Bottoms,Accessories,,2024-07-27 17:33:14,Men,True,2025-04-25,Linen,$30-50,Fall,77,Dry clean only
P000613,Diverse 3rdgeneration hardware Bottoms,Luxe Label 2,Bottoms,Yoga,,2025-03-10 16:32:17,Men,True,2024-06-24,Polyester,$30-50,Fall,68,Machine wash warm
P000614,Multi-channeled responsive framework Activewear,Modern Muse 2,Activewear,Activewear,Tops,2024-03-27 15:13:33,Women,False,2024-10-18,Cashmere,$150-200,Spring,43,Dry clean only
P000615,Grass-roots analyzing product Activewear,Classic Craft 3,Activewear,Jewelry,,2024-04-13 07:32:29,Women,True,2025-08-07,Silk,$50-100,Summer,84,Machine wash cold
P000616,Networked 4thgeneration open architecture Yoga,City Casual 3,Yoga,Footwear,Activewear,2024-04-30 19:14:30,Men,True,2024-03-18,Viscose,$100-150,Spring,56,Dry clean only
P000617,Distributed global infrastructure Jewelry,Mode Moderne,Jewelry,Bottoms,,2025-02-17 10:08:44,Men,True,2024-01-09,Cashmere,$30-50,Fall,63,Machine wash cold
P000618,Cross-group upward-trending implementation Mens Clothing,Modern Muse,Mens Clothing,,,2024-11-03 14:56:02,Women,False,2025-03-04,Cotton,$50-100,Summer,84,Dry clean only
P000619,Seamless responsive software Formal,Elite Edge 2,Formal,Activewear,,2024-03-20 19:36:53,Women,True,2024-08-14,Denim,$50-100,Fall,72,Hand wash
P000620,Front-line object-oriented collaboration Yoga,City Casual 2,Yoga,,,2024-08-22 09:56:01,Women,True,2024-05-24,Cotton,$30-50,All Season,65,Machine wash warm
P000621,Robust full-range knowledge user Pants,Elite Edge,Pants,Formal,,2024-11-20 08:01:11,Women,True,2024-01-05,Viscose,$30-50,Fall,14,Hand wash
P000622,Expanded solution-oriented challenge Mens Clothing,Urban Thread,Mens Clothing,Activewear,,2024-12-20 11:14:50,Men,True,2024-11-18,Cashmere,$50-100,Winter,48,Machine wash warm
P000623,Synergized dedicated challenge Mens Clothing,Pure Elegance 2,Mens Clothing,Footwear,Formal,2024-05-23 04:11:51,Unisex,True,2025-03-12,Denim,$30-50,Winter,19,Hand wash
